fire_record,IMD_score,population,White,mixed/multiple_ethnic_groups,Asian/Asian_British,Black/African/Caribbean/Black British,other_ethnic_group,Household_spaces_with_no_usual_residents,Household_Median_Annual_Household_Income_estimate_2012
0,21.32,73.16,84.85,2.39,8.5,3.92,0.33,0.95,30548.44
1,8.19,35.81,90.3,1.09,4.44,3.55,0.61,0.97,36429.31
0,7.94,51.75,83.96,1.03,11.45,3.1,0.45,2.33,37670.94
0,4.08,72.85,84.21,1.37,9.95,2.95,1.51,1.61,44418.72
0,6.15,56.1,88.93,1.24,7.09,2.43,0.31,3.37,38160.36
1,6.17,62.56,84.69,2.58,8.28,4.3,0.16,1.61,44529.74
0,18.65,38.69,85.32,2.59,8.78,2.47,0.84,4.2,34874.38
0,11.27,54.96,90.58,1.75,3.51,3.96,0.19,1.95,37211.98
0,12.63,38.54,88.93,1.82,5.33,2.7,1.21,2.03,38191.67
0,9.31,34.5,84.25,1.6,9.99,3.47,0.69,1.91,41800.57
0,12.69,37.23,85.67,2.22,7.74,3.93,0.44,1.66,37527.37
0,14.39,50.29,87.9,1.55,6.67,3.52,0.36,2.37,33461.61
0,9.87,68.74,83.91,2.84,10.41,1.89,0.95,2.09,39127.38
0,30.91,54.94,81.27,1.9,5.21,11.37,0.25,3.2,24814.56
0,33.93,65.38,83.11,2.4,4.22,10.01,0.26,0.94,26041.29
0,14.64,61.52,89.25,1.85,2.66,4.94,1.3,1.26,31071.07
1,11.36,50.17,89.36,2.69,3.69,3.57,0.69,1.67,36650.63
0,8.17,70.35,91.13,1.04,2.59,4.98,0.26,2.46,34866.92
1,29.92,77.5,77.44,1.49,8.63,11.61,0.83,2.15,26474
0,29.34,108.43,64.93,5.15,3.81,24.52,1.59,1.99,20792.53
0,42.38,20.86,83.11,2.41,5.61,8.35,0.52,0.56,23384.63
0,18.3,38.19,88.21,1.96,3.05,6.44,0.34,2.25,28549.98
1,16.23,28.57,87.28,2.4,5.78,4.02,0.52,1.94,30291.85
0,12.29,33.05,92.75,1.55,3.1,2.46,0.14,2.11,33494.75
0,21.24,19.73,87.41,2.07,4.38,5.61,0.52,3.01,30385.02
0,18.6,52.71,88.99,1.37,4.17,5.12,0.36,2.07,31076.99
0,23.32,72.24,90.93,1.03,2.2,5.57,0.27,1.43,26184.9
0,27.81,7.78,92.05,2.38,2.5,2.5,0.56,2.94,29210.71
0,6.44,27.49,90.16,1.25,5.45,2.17,0.98,2.33,44440.74
0,21.08,5.38,91.96,1.99,3.19,2.33,0.53,2.91,34438.58
0,12.08,56.77,93.03,2.09,3.19,1.51,0.17,1.64,34246.62
1,32.32,32.52,85.74,3.22,3.86,6.27,0.91,2.04,25379.43
1,41.62,27.88,79.75,4.12,7.55,7.62,0.96,1.35,24313.79
0,12.35,51.98,90.03,0.98,5.6,3,0.39,1.9,36026.41
1,10.76,28.77,81.97,1.31,12.02,3.79,0.91,1.74,36078.9
1,11.23,38.06,85.87,1.15,10.98,1.7,0.3,2.46,37913.97
0,10.17,23.41,82.71,3.33,9.15,2.64,2.17,1.72,38113.58
0,13.9,36.34,88.77,1.99,4.04,4.86,0.35,1.38,30744.15
0,22.91,78.36,75.76,3.58,10.27,8.69,1.7,4.79,26624.21
0,9.17,59.05,84.5,2.4,7.65,4.81,0.63,1.69,35148.71
0,9.32,61.52,87.04,2.67,6.58,2.95,0.75,2.95,38656.3
0,5.03,43.18,87.18,2.17,7.98,2.24,0.42,1.19,41115.93
0,8.07,64.31,84.49,1,9.51,3.07,1.93,1.36,37668.72
0,20,67.95,84.87,2.19,7.57,4.82,0.56,1.45,28249.76
0,9.1,54.66,82.3,1.93,8.3,6.18,1.29,1.43,34092.76
1,14.71,56.05,79.96,1.87,12.02,5.24,0.9,3.91,31152.65
0,21.11,66.23,81.97,2.06,8.56,6.92,0.49,3.19,27925.63
0,23.54,51.88,78.13,3.39,8.07,9.96,0.46,2.37,28925.87
0,29.53,34.23,74,3.75,5.74,15.56,0.95,0.9,26473.43
0,30.08,139.74,61.06,3.94,6,28.2,0.81,7.16,25937.11
0,28.89,37.08,67.38,4.04,6.1,21.49,0.99,3.51,28169.34
1,23.28,36.86,65.19,2.85,10.13,21.1,0.73,4.19,28398.95
0,14.65,34.59,79.12,1.89,11.15,7.43,0.41,2.17,30327.64
0,23.78,15.18,58.13,3.06,18.64,17.91,2.26,1.72,27091.64
0,5.94,73.48,91.63,1.27,4.91,1.33,0.85,2.11,35946.39
0,7.5,60.34,88.39,1.59,4.53,5.04,0.45,2.78,35843.03
0,9.62,76.14,85.84,1.72,5.87,5.58,1,1.78,33770.97
0,8.61,70.53,85.28,1.13,7.75,5.18,0.66,2.32,36427.66
0,10.97,64.57,87.32,1.54,6,3.77,1.38,6.48,31284.88
0,13.63,58.17,72.6,3.16,16.51,5.68,2.05,4.8,30296.59
0,6.24,65.73,82.24,2.07,10.61,3.87,1.2,1.73,41304.49
0,25.26,89.52,49.06,3.23,14.61,32.06,1.03,1.52,27144.13
0,19.56,22.18,77.18,2.99,7.69,10.8,1.34,2.86,30636.04
0,18.67,37.83,59.63,3.1,14.2,21.89,1.19,1.95,27896.24
0,8.71,54.15,84.8,1.98,8.9,4.04,0.27,2.3,35394.47
0,11.16,56.21,86.07,1.74,7.67,4.13,0.39,2.27,36166.85
0,7.22,50.75,87.52,0.88,8.3,1.82,1.48,1.79,36415.35
0,35.95,176.97,45.34,3.12,12.49,37.07,1.97,2.44,20942.02
0,5.62,59.22,91.94,1.34,2.69,2.93,1.1,1.62,45081.89
0,6.79,44.61,92.14,2.01,4.55,0.89,0.41,1.29,45307.78
0,6.45,48.02,93.21,1.14,4.17,1.2,0.29,0.67,45547.15
1,10.34,64.94,91.82,1.73,3.82,1.91,0.72,1.66,39354.44
0,12.88,47.69,91.72,1.97,3.93,1.66,0.72,2.12,32157.84
0,23.9,19.99,82.76,3.6,9.02,4.28,0.34,8.41,29703.39
0,42.52,51.89,69.07,3.42,3.66,23.06,0.79,3.75,23029.58
0,16.49,12.56,64.09,2.81,3.76,28.45,0.9,1.45,28805.04
0,36.11,117.41,69.5,3.59,4.25,22.01,0.66,2.44,22654.98
0,24.39,35.84,75.73,2.51,4.18,15.72,1.85,2.29,25731.86
0,35.52,62.03,73.54,3.65,3.31,19.12,0.39,1.64,23290.02
1,38.23,10.39,82.39,2.27,3.03,11.68,0.63,0.83,22768.57
0,31.18,79.06,78.59,3.06,2.99,15.01,0.36,0.83,25604.3
0,5.02,63.01,87.72,1.6,7.95,2.43,0.3,1.91,42047.52
0,13.67,49.36,86.91,1.66,7.34,3.93,0.15,2.54,32970.56
0,14.03,92.41,84.74,2.06,6.25,6.07,0.88,2.76,30185.05
0,23.79,56.26,83.92,3.22,5.56,7.16,0.15,3.88,27290.89
0,7.75,58.75,84.43,1.84,10.05,3.18,0.5,1.71,36878.03
0,29.02,71.25,84.61,3.25,5.69,6.2,0.25,2.47,27242.85
0,13.9,53.03,85.74,1.24,7.32,4.96,0.74,2.34,31903.28
0,18.21,47.22,93.57,1.96,2.27,1.25,0.94,1.92,33098.29
0,6.83,12.06,86.01,2.63,9.96,1.1,0.31,0.95,52455.74
0,5.79,27.59,91.22,1.04,5.97,1.28,0.49,1.43,43229.48
0,6.24,56.69,94.08,1.21,3.05,0.64,1.02,1.47,37615.51
0,10.35,15.95,91.21,2.28,4.63,1.37,0.52,5.19,40169.92
0,3.17,29.88,93.93,1.57,3.22,1.12,0.15,1.75,53136.66
0,5.45,33.46,92.51,1.61,4.28,1.47,0.13,2.56,50871.5
0,18.05,78.97,82.04,2.07,6.93,8.08,0.87,1.68,30232.27
0,7.5,82.38,83.23,1.41,7.89,7.12,0.35,1.9,35591.2
0,7.48,90.52,81.51,2.73,9.66,4.13,1.96,1.39,37629.07
0,8.05,71.04,85.19,2.31,7.2,4.69,0.61,2.66,36286.92
0,18.58,75.94,82.89,1.91,10.37,3.31,1.53,2.48,28962.62
0,8.19,65.86,80.23,1.23,13.08,4.34,1.11,2.26,36864.63
0,6.12,87.03,84.65,1.4,8.83,3.99,1.12,1.02,35759.14
0,12.09,64.06,87.38,2.97,6.56,2.58,0.5,6.04,34256.2
0,5.63,42.26,91.24,2.05,4.51,1.64,0.55,3.81,47141.26
0,14.44,57.63,90.1,2.96,5.1,1.6,0.24,3.1,34545.73
0,5.12,25.32,91.5,1.4,5.25,1.48,0.37,0.99,53690.1
0,7.09,30.7,89.29,0.96,6.32,2.53,0.9,1.22,44793.09
0,14.33,36.8,89.71,1.58,4.99,2.86,0.85,4.77,32713.41
0,5.13,54.35,90.67,2.23,4.86,2.07,0.16,1.09,41964.38
0,25.48,102.48,51.98,2.98,8.59,35.55,0.9,1.97,22244.91
0,28.67,61.4,58.24,3.76,4.73,32.36,0.91,4.59,22679.82
0,23.42,7.09,46.89,4.23,9.79,38.01,1.09,1.15,24466.22
0,18.55,100.99,48.1,5.75,6.73,37.7,1.71,5.29,27025.74
0,20.86,102.25,36.47,4.85,5.07,52.07,1.54,8.9,29428.61
0,19.9,46.63,46.25,3.81,7.44,41.78,0.73,3.3,28430.54
1,38.35,40.15,52.32,4.3,7.76,34.1,1.52,21.33,21068.43
0,21.52,117.91,23.81,4.33,56.47,12.39,2.99,1.47,27283.1
0,22.93,33.25,33.06,2.53,50.59,8.47,5.35,1.73,28023.25
0,25.22,126.38,8.71,1.96,81.15,7.12,1.06,30.29,25662.11
0,21.76,103.77,10.31,3.35,73.64,11.41,1.3,0.4,25603.78
0,21.12,66.18,21,2.23,61.23,12.25,3.29,0.67,26845.99
1,19.67,76.14,15.14,2.35,67.8,12.42,2.29,1.73,27342.43
0,23.49,52.45,23.02,3.91,52.3,16.75,4.02,2.96,24336.74
0,23.72,87.14,15.3,3.23,69.9,8.84,2.74,2.61,26901.91
0,15.83,51.29,31.59,3.25,42.44,7.59,15.13,2.11,47293.68
0,11.78,58.95,34.59,2.74,41.91,9.32,11.44,2.55,48974.68
0,27.74,62.34,29.39,4.49,37.58,20.74,7.8,2.56,28055.5
0,33.3,86.17,25.29,5.44,30.63,31.81,6.83,2.55,24789.91
0,33.51,81.3,26.76,6.07,25.85,31.06,10.26,1.08,23404.56
0,38.61,46.87,31.19,4.56,27.93,29.4,6.92,2.08,26266.71
0,29.65,77.76,31.35,5.09,44.51,14.47,4.58,1.81,29020.18
1,15.56,22.66,34.49,6.35,43.36,4.41,11.4,3.27,40673.51
0,17.63,62.67,31.69,3.7,44.66,11.27,8.68,4.13,33272.17
1,24.31,98.28,43.78,6.03,25.25,14.34,10.6,2.91,34746.02
0,23.26,48.37,51.68,6.77,17.96,11.64,11.95,2.95,41575.47
0,24.21,126.8,65.44,7.66,11.96,9.78,5.17,5.18,38770.94
0,21.23,53.71,54.41,6.11,15.18,10.87,13.43,3.59,41405.24
0,13.41,80.97,60.53,5.32,18.78,9.66,5.7,2.71,46872.51
0,12.31,88.51,58.89,6.96,16.8,11.67,5.68,2.36,45770.57
0,19.54,78.7,54.83,6.5,16.74,11.22,10.7,3.98,39108.36
0,32.58,93.31,61.37,6.48,10.67,13.91,7.56,2.97,31656.53
0,23.67,57.54,43.79,3.82,25.23,20.22,6.95,2.01,28732.41
0,32.54,57.38,23.27,2.68,43.69,22.98,7.38,1.72,24977.27
0,27.13,33,34.76,5.95,30.02,19.75,9.53,1.57,25333.97
0,35.65,116.87,36.87,7.9,18.14,28.76,8.32,2.65,25105.12
0,28.68,38.34,44.65,4.45,25.56,18.38,6.96,2.37,28788.2
0,28.58,49.67,50.86,4.73,18.55,17.68,8.18,2.96,28869.59
0,21.37,120.12,59.25,6.98,13.48,13.96,6.32,2.45,36108.59
0,20.33,108.82,40.48,4.58,28.92,17.89,8.13,2.6,33720.94
0,30.43,61.38,42.37,4.97,20.65,25.37,6.64,3.67,23260.87
0,22.01,72.32,42.53,5.45,29.68,13.77,8.57,0.78,33701.8
0,37.83,90.17,34.57,4.84,16.73,39.52,4.33,2.72,21990.56
0,34.16,113.34,33.45,2.82,36.27,20.92,6.54,1.83,25619.7
0,30.11,95.45,41,5.44,27.08,15.96,10.52,3.09,26577.89
0,31.01,92.7,40.52,5.28,25.97,19.89,8.35,1.81,28731.64
1,18.91,118.28,62.75,5.52,17.04,10.99,3.7,1.77,36691.57
0,15.51,97.62,37.8,2.13,43.41,9.57,7.09,1.46,35522.25
0,14.63,97.07,41.47,5.89,37.7,10.58,4.37,2.56,33503.89
0,27.52,48.43,34.72,6.52,36.78,15.28,6.7,3.38,25929.48
1,19.42,69.23,40.48,3.63,40.66,9.49,5.74,3.9,30055.56
0,13.55,68.48,33.06,1.31,56.68,3.6,5.34,2.96,39287.84
0,25.94,33.16,36.7,4.21,39.89,13.48,5.72,1.94,30433.23
0,20.36,26.65,32.29,4.63,39.26,12.84,10.97,2.93,28087.6
0,20.6,70.25,43.13,4.83,33.35,11.67,7.03,3.46,29644.82
0,53.09,166.45,29.37,7.02,21.39,35.06,7.16,3.83,20735.6
0,31.43,132.8,38.33,7.02,10.76,39.31,4.58,0.7,24502.93
0,31.72,187.86,39.46,6.7,12.99,34.37,6.48,2.07,24073.15
0,44.23,164.44,31.62,6.48,16.55,39.54,5.81,2.08,21666.14
0,33.64,125.69,39.48,8.71,11.83,36.2,3.78,1.38,23555.65
1,42.12,163.78,25.93,6.76,14.7,47.48,5.13,1.33,22107.87
0,34.2,172.71,36.09,7.76,13.22,37.79,5.14,2.05,22605.18
0,46.03,132.19,20.56,8.1,12.46,55.26,3.62,1.32,22218.19
0,15.6,104.44,54.99,6.14,19.79,15.68,3.4,2.23,39788.97
0,25.28,201.58,52.48,8.43,10.78,22.39,5.92,1.73,28711.93
0,22.1,159.3,53.31,7.98,8.83,24.42,5.46,1.48,33920.79
0,38.61,125.28,41.74,7.08,15.18,32.89,3.1,2.36,24434.3
1,19.42,110.22,51.04,7.38,16.62,20.45,4.51,2.54,36596.67
0,29.61,117.39,51.84,7.56,13.73,23.13,3.73,1.89,28436.84
0,11.26,48.46,30.45,3.56,58.55,4.07,3.37,3.15,49830.22
0,9.59,38.18,34.7,1.39,55.44,3.6,4.87,2.25,54536.99
0,9.4,52.25,36.92,2.47,53.93,3.44,3.24,2.49,45908.1
0,10.46,37.76,32.02,2.74,57.62,3.94,3.68,1.88,51579.74
0,14.78,57.13,26.81,2.35,62.52,5.83,2.49,2.54,40083.3
1,21.41,79.6,21.68,3.01,63.6,6.52,5.2,1.19,35594.97
0,33.58,230.37,33.48,7.71,11.76,36.69,10.35,1.2,23169.07
0,30.37,153.49,63.63,8.07,12.05,10.39,5.86,3.49,33654.52
0,22.32,176.11,66.02,6.44,12.52,10.46,4.56,3.57,37287.35
0,22.67,232.06,62.64,5.45,12.42,14.78,4.72,2.66,35313.16
0,32.72,193.9,61.55,6.31,9.93,14.87,7.34,4.25,28533.9
0,17.11,172.57,67.36,8.01,10.18,10.38,4.08,2.32,45716.85
0,34.61,119.87,46.29,6.15,13.43,27.62,6.51,1.52,26915.93
0,41.11,182.15,29.44,7.58,10.79,43.57,8.62,0.74,21639.49
1,43.4,179.01,23,6.6,9.85,49.37,11.17,0.75,21147.18
0,29.06,153.69,48.57,5.05,25.9,14.19,6.29,2.79,26841.45
0,21.04,90.12,56.54,6.89,15.46,15.62,5.49,2.98,28023.06
0,15.95,74.19,56.45,5.68,21.11,8.82,7.95,3.76,46177.45
1,32.01,208.78,46.66,3.69,22.58,17.01,10.06,4.42,25018
0,23.47,162.71,52.07,4.94,24.13,10.21,8.65,2.34,31115.77
0,26.81,88.77,63.73,7.29,12.47,9.48,7.03,2.92,42802.22
0,22.12,127.78,61.06,6.93,13.22,13.29,5.51,1.52,37385.45
0,19.08,77.3,73.59,7.05,9.4,6.62,3.34,2.02,44927.9
0,24.71,155.34,56.57,6.65,12.74,16.4,7.65,3.29,32827.07
0,10.86,54.27,24.74,2.91,59.56,8.01,4.78,2.04,51160.23
0,9.59,39,26.89,3.65,56.96,6.69,5.81,2.47,47554.5
0,17.31,80.46,31.08,4.84,47.07,13.57,3.44,2.13,31316.13
0,23.89,84.16,25.39,2.99,50.44,16.36,4.82,1.58,35951.85
1,14.79,73.96,30.75,2.87,51.21,9.51,5.67,1.25,41466.29
0,18.18,68.38,35.43,3.84,46.38,11.45,2.9,1.22,35921.18
0,14.26,30.41,40,2.7,45.93,8.27,3.1,12.85,45789.93
0,9.46,40.87,31.44,2.68,52.52,9.01,4.35,1.84,46985.4
0,24.09,117.24,24.45,3.99,48.32,20.14,3.1,2.1,26083.81
0,22.25,49.45,27.71,4.28,46.69,13.53,7.79,2.65,36770.05
0,12.26,68.14,30.11,4.32,51.65,11.41,2.5,1.7,41657.63
0,13.43,67.8,33.4,4.07,48.43,8.27,5.83,3.46,37396.86
0,10.72,62.11,36.68,5.54,44.58,9.45,3.76,2.51,39186.79
0,17.37,69.13,31.21,3.99,49.33,9.38,6.09,2.19,37393.52
0,16.51,55.86,26.57,4.04,53.19,8.01,8.19,1.84,38013.72
1,32.61,70.44,23.02,4.67,38.39,25.33,8.6,2.22,25469.19
0,28.89,57.84,39.7,5.05,36.68,11.86,6.7,2.96,32305.01
0,28.91,143.17,58.62,7.15,10.63,19.58,4.02,1.87,35746.64
0,20.09,45.16,73.43,5.71,7.07,9.19,4.6,2.61,46894.67
0,15.54,93.06,67.16,5.94,9.03,14.06,3.81,4.29,50088.48
0,14.32,92.56,74.61,6.88,6.39,7.69,4.44,3.61,54490.96
0,21.3,112.19,66.48,5.72,12.45,10.43,4.93,2.12,42508.91
0,14.53,133.23,53.1,7.49,22.6,13.92,2.89,2.37,42010.02
0,14.23,179.46,58.38,6.17,14.28,15.6,5.57,1.78,40271.96
1,21.53,170.88,53.19,8.83,13.76,16.16,8.06,2.93,30562.72
0,15.01,86.77,28.98,2.75,60.83,4.86,2.58,1.29,33883.91
0,26.15,61.38,27.9,4.82,38.78,22.8,5.69,1.76,27223.17
0,19.31,67.57,21.12,2.8,63.04,8.54,4.5,1.33,33038.03
0,18.96,67.29,38.01,3.52,49.02,6.54,2.91,1.42,34965.51
1,20.6,64.28,21.49,3.13,62.65,6.41,6.31,1.22,28501.48
0,20.65,82.37,30.46,2.84,49.82,11.1,5.8,2.78,33289.59
0,19.63,120.03,26.34,3.8,47.56,16.96,5.34,1.88,31910
0,17.07,68.18,23.67,2.77,63.84,8.01,1.71,2.23,30849.62
0,45.35,83.8,26.23,6.05,15.79,43.62,8.31,2.18,21448.39
1,46.52,92.94,24.09,7.85,15.82,45.51,6.73,2.14,20175.54
0,51.4,150.86,23.24,4.74,11.01,55.12,5.89,1.61,25011.98
0,36.85,11.39,23.3,6.89,14.85,48.36,6.6,2.13,23894
0,57.24,21.58,24.39,7.24,13.55,45.58,9.24,1.65,22667.35
0,39.76,115.59,21.8,5.78,24.59,42.44,5.39,0.78,22234.65
0,39.05,128.18,27.1,7.46,18.96,40.62,5.85,2.7,22985.72
0,43.13,103.91,22.03,6.17,17.78,48.87,5.15,0.18,20969.64
0,45.54,93.82,29.24,4.75,21.12,41.34,3.55,0.54,20533.89
0,19.7,75.54,26.08,4.04,49.42,16.67,3.8,1.22,28043.17
0,18.81,115.03,21.41,3.51,61.72,10.39,2.97,1.48,31672.55
0,22.14,39.88,19.62,4.24,56.03,14.94,5.17,1.34,27881.9
0,20.99,85.01,25.97,4.33,50.46,15.15,4.09,2.14,28353.84
0,24.93,72.22,20.47,3.26,58.29,14.11,3.88,1.74,28994.45
0,24.05,115.85,17.74,2.9,59.29,16.04,4.03,1.3,27294.55
1,22.99,63.74,23.85,3.45,60.29,9.32,3.09,1.7,27880.43
0,25.26,81.3,26.84,4.06,49.13,15.48,4.48,5.05,28853.92
0,19.77,25.53,23.02,4.37,38.49,28.7,5.43,2.6,28202.39
1,21.62,103.22,29.77,5.38,48.71,13.8,2.35,2.5,27779.15
0,24.11,63.97,23.71,2.91,52.63,15.66,5.09,4,27604.62
0,21.83,86.25,24.34,3.48,43.87,25.02,3.29,2.34,27316.82
0,19.44,72.15,17.43,3.87,45.64,29,4.06,2.27,28388.6
0,20.9,37.65,17.78,1.98,55.63,19.3,5.31,1.57,27914.11
0,25.17,84.5,23.05,4.67,45.81,22.71,3.77,1.91,27481.46
0,30.14,26.18,52.3,6.25,17.54,18.23,5.68,2.6,25371.19
0,16.12,90.33,37.58,3.05,43.62,9.09,6.66,0.55,34082.87
0,18.74,63.9,38.76,4.32,38.46,13.14,5.33,2.78,30472.98
0,22.45,57.06,43.75,3.72,27.99,13.1,11.44,3.97,32595.81
0,43.5,73.19,35,6.67,16.6,34.6,7.13,1.99,22663.33
1,39.15,94.74,34.74,5.05,26.74,25.47,8,3.26,23695.23
0,33.66,55.38,34.11,5.66,30.83,23.22,6.19,2.16,24701.54
0,15.79,106.94,35.79,1.99,45.94,9.79,6.49,0.98,28937.51
0,28.67,85.84,15.53,4.17,55.72,20.94,3.64,1.29,24322.47
0,16.86,79.32,15.3,1.97,71.52,8.87,2.34,1.14,29699.31
0,18.64,76.96,7.52,2.06,81.94,5.51,2.97,2.49,27733.19
0,24.5,126.55,9.04,1.78,81.62,6.35,1.22,2.98,26252.59
0,21.85,148.7,14.08,3.37,59.67,19.38,3.5,1.83,26194.16
0,29.68,106.62,18.26,3.98,54.66,18.39,4.72,7.97,25264.3
1,18.16,86.02,17.51,3.32,61.94,14.58,2.65,5.99,26280.54
0,23.34,234.77,51.04,6.27,19.04,20.3,3.34,3.2,26847.31
0,28.95,73.38,45.54,6.86,24.86,17.12,5.62,2.19,23388.26
0,22.07,192.96,58.68,7.68,17.59,12.69,3.36,2.45,31195.02
0,26.98,189.7,40.79,6.78,28.4,17.15,6.88,1.72,23605.8
0,30.75,191.2,42.52,8.43,20.67,24.42,3.96,2.99,24938.15
0,27.3,136.83,58.28,6.48,17.96,12.8,4.48,3.38,28529.88
0,51.12,37.75,34.86,7.36,18.36,32.43,6.99,1.64,24367.53
1,25,164.94,49.44,6.67,23.56,15.71,4.62,1.22,28169.1
0,4.43,18.39,85.53,2.76,10.25,1.09,0.36,2.01,64222.23
0,8.69,48.21,83.85,3.23,7.74,3.84,1.34,6.31,42706.06
0,6.9,64.79,87.45,2.55,6.09,3.05,0.87,2.31,40320.11
0,6.43,47.22,84.81,3.44,6.94,3.15,1.66,4.44,44895.31
0,9.06,23.49,81.63,2.68,10.05,4.64,1.01,4.33,54476.42
0,11.66,21.74,82.21,2.93,10.31,2.93,1.62,2.47,53936.1
0,9.79,56.59,89.43,3.26,5.22,1.29,0.8,1.56,46178.9
1,6.27,28.03,89.72,1.54,5.78,2.22,0.74,3.65,44937.98
0,9.79,32.11,86.43,2.65,7.26,2.15,1.52,1.94,52409.66
0,7.92,12.15,95.21,1.89,2.12,0.71,0.08,2.61,35599.9
0,10.11,36.71,95.54,1.97,1.59,0.23,0.68,1.79,35503.67
1,6.82,4.08,93.93,2.21,0.93,1.5,1.43,2.08,40097.57
0,12.18,51.33,95.02,1.13,1.76,1.32,0.76,1.89,33256.84
0,6.92,6.17,98.16,0.66,0.96,0.15,0.07,2.48,36043.71
0,7.69,28.44,96.85,1.16,0.89,0.96,0.14,1.52,36286.8
0,37.59,21.24,79.17,5.4,5.71,8.78,0.94,14.85,25077.27
0,18.17,34.1,83.17,4.37,5.05,6.72,0.69,1.88,32418.42
0,17.59,52.15,87.03,3.63,4.55,3.81,0.98,2.22,31599.07
0,19.02,20.26,86.58,3.23,4.53,5.16,0.5,3.77,31722.87
0,11.28,22.62,88.37,2.92,4.19,3.53,0.99,2.2,35447.15
1,5.58,6.15,94.32,1.27,2.43,1.43,0.55,3,52318.94
0,6.87,15.56,89.38,1.91,6.11,1.54,1.05,5.61,55308.46
0,11.49,26.12,86.11,3.58,6.42,3.02,0.86,4.82,35841.16
0,8.75,98.44,89.83,4.49,2.69,2.99,0,2.37,35593.1
0,5.9,42.09,77.02,4.55,11.39,5.02,2.02,5.98,50461.81
0,10.59,59.67,82.74,3.61,8.49,4.64,0.52,8.73,35074.53
0,7.59,47.98,82.83,4.28,6.78,4.21,1.91,4.27,45152.87
0,8.29,32.8,83.7,4.39,5.47,5.35,1.08,2.17,43733.01
0,12.23,79.69,81.59,4.99,7.42,5.18,0.83,2.55,36089.42
0,10.15,29.69,77.28,6.1,8.19,6.1,2.34,8.12,43611.18
1,20.77,56.75,77.69,5.36,8.53,6.4,2.02,9.41,32479.33
0,13.34,49.16,82.36,4.01,6.5,5.6,1.53,3.38,38613.58
0,8.93,58.89,83.71,2.93,6.74,4.98,1.64,3.06,43117.6
0,8.84,58.48,86.69,4.22,3.86,4.4,0.84,3.78,38839.27
0,9.17,1.96,95.03,1.68,2.73,0.19,0.37,2.71,49828.16
0,2.66,55.56,90.5,2.17,4.87,1.41,1.06,1.8,44382.29
0,4.33,53.83,92.32,1.25,4.07,2.03,0.33,2.13,41666.36
0,12.31,62.1,83.86,2.64,10.24,2.39,0.88,2.49,36773.89
0,3.54,52.3,83.74,1.96,9.38,3.68,1.23,0.92,49859.13
0,12.63,14.05,92.4,1.15,3.39,2.04,1.02,0.96,35261.35
0,7.29,34.54,91.91,0.86,4.97,1.99,0.27,0.92,42651.86
1,6.54,27.2,93.45,2.56,3.06,0.75,0.19,2.81,43280.33
0,2.57,14.96,91.36,2.42,4.76,1.47,0,3.26,52491.09
0,21.75,10.06,84.87,4.58,6.62,2.62,1.31,3.92,32709.69
0,7.18,41.85,87.16,2.85,6.49,2.78,0.71,1.66,45458.8
0,13.12,60.2,88.66,3.69,2.78,2.92,1.95,2.67,33713.76
0,6.72,44.71,92.63,1.9,2.67,1.97,0.83,4.49,40386.29
0,11.7,6.15,81.23,1.37,13.98,2.55,0.87,7.77,47574.87
0,7.76,18.19,87.34,1.91,6.88,2.46,1.41,4.65,58417.12
0,7.55,20.16,93.71,1.81,2.81,1.34,0.33,4.36,52776.01
1,7.31,7.85,90.55,1.59,6.67,0.99,0.2,7.41,59952.52
0,3.49,32.9,90.4,1.8,5.57,1.11,1.11,8.71,53898
0,14.01,10.27,82.23,3.21,9.31,4.31,0.93,3.3,54187.47
1,20.13,113.63,65.67,6.87,6.93,19.56,0.97,7.03,30523.11
0,13.73,75.51,82.37,4.97,4.44,7.89,0.33,1.77,35099.3
0,12.79,102.69,74.98,5.65,5.12,12.81,1.43,2.76,36918.7
0,10.11,100.43,81.15,5.53,5,7.8,0.53,2.05,38996.27
0,10.47,69.85,85.93,4.63,4.75,4.5,0.19,6.22,43853.78
0,10.32,44.45,75,5.19,5.12,13.78,0.9,6.61,34098.14
0,16.35,89.29,62.29,7.79,7.18,22.14,0.61,5.52,33776.42
0,16.6,44.08,80.82,5.41,4.56,8.74,0.46,3.9,32942.01
0,3.32,98.7,91.07,4.54,2.13,1.51,0.76,1.29,51946.19
0,7.87,66.75,86,3.95,4.34,5.44,0.26,2.11,39298.28
0,16.17,54.68,85.27,2.89,6.99,3.64,1.21,3.55,35259.07
0,10.33,32.72,82.43,4.11,6.36,5.98,1.12,3.9,42640.24
0,11.79,64.45,83.65,2.91,6.81,5.12,1.51,2.13,41719.67
0,7,48.19,82.02,3.96,8.53,4.02,1.46,4.86,46771.07
0,8.12,42.34,82.93,3.01,5.26,7.62,1.18,1.78,45457.22
0,9.99,61.16,83.49,4.29,7.02,4.13,1.07,6.16,39090.42
0,6.57,57.05,86.96,3.44,5.97,2.72,0.91,5.75,44674.68
1,7.53,39.06,87.35,3.83,4.54,2.92,1.36,2.77,49201.31
0,8.44,54.98,86.95,4.1,4.16,3.67,1.12,2.31,40426.36
0,27.33,66,70.55,6.26,7.57,13.25,2.38,1.92,29863.45
0,25.43,58.5,81.96,3.48,3.38,10.5,0.69,3.07,27124.45
0,43.28,2.34,79.96,4.23,2.82,11.89,1.1,2.91,24702.83
